Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId
"Spencer Torkelson","DET","1B",122.79000091552734,626.956,-4.043317091322587,2.20363519555444,-0.2888995046237827,-3.1665361011529463,1.7960378187599824,-3.4990796827848927,10.957028713941792,8.4579490311569,11.112900327974657,,"27465"
"Yainer Diaz","HOU","C/DH",109.79000091552734,451.649,1.674628856725077,-3.785178909808436,-6.912034999728015,-3.8245078173158973,-2.4920577936033554,-15.33915066373063,22.117745166372163,7.778594502641534,10.191702743285832,,"23003"
"Brandon Nimmo","NYM","OF",198.11000061035156,636.663,-0.30797787841497654,-2.464747684693618,1.1200294673452653,-2.3015943042462124,-2.3199044008134515,-6.274194800822993,12.77060137079154,7.496406569968547,9.809058879006637,,"12927"
"Jake Burger","MIA","3B/DH",154.57000732421875,578.906,-2.3584440710428343,2.0732015628424203,-2.3492245698014957,-3.6046071274442864,2.315882920267622,-3.923191285178576,10.379521535884653,7.456330250706076,9.754715812230465,,"22275"
"Josh Naylor","CLE","1B/DH",124.62000274658203,560.094,1.592974123850973,0.4681623296657442,-3.4988138782043534,-1.7673213973389732,-1.3946153985074967,-4.5996142205341055,10.957028713941792,7.357414493407688,9.620587087262553,,"18839"
"Royce Lewis","MIN","3B",55.65999984741211,546.969,-0.6283661984463511,-2.1997107565766716,-1.9405851258691285,0.9983543147042678,-0.31949705115125543,-4.089804817339139,10.379521535884653,7.289716718545513,9.528789617643667,,"20437"
"Logan O'Hoppe","LAA","C",153.94000244140625,451.557,-1.3544925389689761,-4.361357165349648,-6.2620914082541566,-3.0198586105209744,-1.0646294415881559,-16.062429164681912,22.117745166372163,7.055316001690253,9.210944714646876,,"24729"
"Christopher Morel","CHC","OF/DH",202.4499969482422,535.956,-4.861849963935019,-1.4903501827850911,-2.2700912680382372,0.7112238737137093,0.888383110939216,-7.022684430105421,12.77060137079154,6.7479169406861175,8.79411482591196,,"21897"
"Ian Happ","CHC","OF",156.97999572753906,634.543,-3.1723383889565917,-1.365058402541217,0.02151923098139267,-0.29880854374014654,-2.2297507220965005,-7.0444368263530635,12.77060137079154,6.726164544438477,8.764618805728931,,"17919"
"Jarren Duran","BOS","OF",159.32000732421875,527.951,-0.29663514301727023,-6.115798704652096,-1.816375052379986,5.410332760727216,-4.502863650638083,-7.321339789960217,12.77060137079154,6.4492615808313225,8.389141303833807,,"24617"
"Taylor Ward","LAA","OF",232.39999389648438,529.902,1.1549434830359337,-2.831877706566699,-2.2812259700683373,-2.1357647816789394,-1.3062540258245385,-7.400179001102581,12.77060137079154,6.370422369688959,8.282236163977256,,"17548"
"Matt Chapman",,"3B",277.1700134277344,550.491,-4.419600317201507,0.8679254485090914,-1.2839444598087029,-2.775397724834822,2.546536359758515,-5.064480693577425,10.379521535884653,6.315040842307226,8.207139396208706,,"16505"
"Bryson Stott","PHI","2B",109.68000030517578,616.049,0.6134270968445269,-4.2677493351735745,-0.7192932810791852,3.545856652796889,-5.8727008342442435,-6.700459700855588,11.93962418498594,6.2391644841303515,8.104251853764158,,"26294"
"Nathaniel Lowe","TEX","1B",210,644.379,0.13930674995875825,-1.150856246328725,0.5761711542694065,-3.0776418803777164,-2.3900108771403574,-5.903031099618634,10.957028713941792,6.053997614323159,7.853167528760033,,"19566"
"Tyler O'Neill","BOS","OF",222.36000061035156,507.672,-2.3463567150962366,-3.08083070948559,-2.810943852543882,0.7877060238580087,-0.29944201782277663,-7.749867271090476,12.77060137079154,6.020734099701063,7.80806255331356,,"15711"
"Luis Arraez","MIA","2B",160.9600067138672,615.423,10.673275258481823,-3.3535003148898657,-2.847113320487052,-2.4167694820850545,-9.461813489377736,-7.405921348357884,11.93962418498594,5.533702836628056,7.147653290728277,,"18568"
"Josh Jung","TEX","3B",114.26000213623047,597.447,-2.347051118527001,0.8875821162671726,-1.891417541534736,-2.8922452232985454,0.3798341381220608,-5.863297628971048,10.379521535884653,5.516223906913605,7.123952046149715,,"26299"
"Tommy Edman","STL","2B/SS/OF",168.88999938964844,541.472,-0.2963869270630673,-6.263243463871514,-1.951674043762591,5.979138876710441,-5.415777812484324,-7.947943370471054,11.93962418498594,4.9916808145148845,6.412677138129463,,"19470"
"Rhys Hoskins","MIL","1B",185.27999877929688,568.055,-4.7848769031019955,0.8910517145395324,-1.8530092293100204,-2.862906511784209,1.627024632281957,-6.982716297374735,10.957028713941792,4.974312416567058,6.389125773462154,,"16472"
"Jeremy Pena","HOU","SS",212.97999572753906,598.052,-0.25139438752737336,-4.310331466785044,-0.9330868855189647,1.548839323320599,-5.070673250051592,-9.016646666562375,12.523778086147336,4.507131419584963,5.75563326260346,,"21636"
"Riley Greene","DET","OF",169.49000549316406,583.961,0.12723366667220626,-3.3115688701144212,-1.5053954611010083,-1.1645655979506975,-3.5201347149215887,-9.374430977415509,12.77060137079154,4.39617039337603,5.605171279871639,,"25976"
"Cal Raleigh","SEA","C",142.3000030517578,505.085,-8.000111157124667,-1.943932674197288,-6.188573530849416,-3.7838105388117396,1.1358681737258525,-18.780559727257256,22.117745166372163,4.337185439114908,5.52518830321132,,"21534"
"Masataka Yoshida","BOS","OF/DH",191.7899932861328,567.677,3.736011050680016,-2.868689244467119,-3.143430542008055,-3.0420171585569884,-4.4740834835936045,-9.79220937794575,12.77060137079154,3.978391992845789,5.038668169419621,,"31837"
"Jung Hoo Lee","SFG","OF",257.8299865722656,584.235,4.486361554714839,-3.3908429361438026,-2.5810388104215694,-1.9648881617331957,-6.476784808783198,-9.927193162366926,12.77060137079154,3.8434082084246137,4.855631579595622,,"sa3012640"
"Spencer Steer","CIN","1B/3B/OF",114.66000366210938,577.538,-2.41226527908859,-1.5437021142204732,-2.6329717566088315,-1.5683289118671075,-2.085279696669413,-10.242547758454414,12.77060137079154,3.5280536123371227,4.4280140690872685,,"26323"
"Ryan McMahon","COL","2B/3B",227.22999572753906,596.672,-3.9069513936638685,-1.0803011644461398,-1.656746370788519,-1.762017708535337,-1.0634185827328588,-9.469435220166725,11.93962418498594,3.470188964819216,4.349550216570002,,"15112"
"Lourdes Gurriel Jr.","ARI","OF/DH",235.2100067138672,535.857,3.678783909246905,-2.883287453010912,-4.066598981086669,-2.3363558077490745,-4.845797574823749,-10.453255907423497,12.77060137079154,3.317345463368042,4.142296038578576,,"19238"
"Evan Carter","TEX","OF",129.88999938964844,566.45,-2.0576421563490763,-5.493830969064846,-0.8859338031965968,1.9873935568284873,-4.043296708289515,-10.493310080071545,12.77060137079154,3.277291290719994,4.087983002378278,,"27790"
"Lane Thomas","WSN","OF",115.72000122070312,602.003,-4.362052217441187,-3.224131043444192,-1.8596502183292063,1.0925737268044322,-2.4024268300268483,-10.755686582436999,12.77060137079154,3.0149147883545395,3.732203228912484,,"16939"
"Carlos Correa","MIN","SS",252.0399932861328,575.97,-1.213251201725362,-1.475830978376532,-2.825752731539095,-4.076288131713685,-0.9440780176065343,-10.535201060961208,12.523778086147336,2.98857702518613,3.6964894994848354,,"14162"
"Max Muncy","LAD","3B",184.33999633789062,546.724,-6.674097335596895,0.5126219067686772,-0.7671491498989298,-3.5711915698656997,2.0586003746332335,-8.441215773959614,10.379521535884653,2.9383057619250392,3.6283221960349317,,"13301"
"Nolan Arenado","STL","3B",109.66000366210938,618.788,-3.6947154732633245,0.8440266976008066,-2.7456533844927966,-2.886250176477386,-0.3387709483709813,-8.821363285003683,10.379521535884653,2.558158250880971,3.1128461753413506,,"9777"
"Vinnie Pasquantino","KCR","1B",182.5500030517578,560.548,1.7210840084602606,-1.7621068515155514,-2.9642657693136125,-3.5048810715160332,-2.907013347996596,-9.417183031881532,10.957028713941792,2.539845682060262,3.0855018061329162,2,"27676"
"Ryan Mountcastle","BAL","1B/DH",243.8699951171875,521.104,1.1310632012069957,-2.3324881786339673,-4.292301039465712,-2.6155221624866725,-1.4087355593706021,-9.517983738749958,10.957028713941792,2.439044975191835,2.9513298281860605,,"18373"
"Ke'Bryan Hayes","PIT","3B",167.0399932861328,584.469,-0.12925630939116614,-3.1990011447618447,-2.5460597300309593,1.2029115567662452,-4.316231831551736,-8.98763745896946,10.379521535884653,2.3918840769151934,2.8873801468920535,,"18577"
"Anthony Volpe","NYY","SS",135.67999267578125,576.849,-5.751558708692976,-4.706518551229397,-1.0632901024938806,3.3742853974976623,-3.0422859573661025,-11.189367922284696,12.523778086147336,2.334410163862643,2.809446126194012,,"27647"
"Andrew Vaughn","CHW","1B",240.0399932861328,597.638,-0.7284526515140083,-1.2305099711190923,-3.026241465872185,-4.076402879844906,-0.6332680711764994,-9.694875039526693,10.957028713941792,2.262153674415101,2.711467087616567,,"26197"
"Daulton Varsho","TOR","OF",214.8699951171875,545.859,-7.009924244723861,-3.4610512776550832,-2.522570178729386,1.899246968327266,-0.4916191201874246,-11.585917852968489,12.77060137079154,2.18468351782305,2.6049306734435214,5,"19918"
"Triston Casas","BOS","1B",111.7699966430664,580.07,-4.533874096454509,-0.0069422049197811544,-2.2822767160041546,-3.791254108175971,0.5174951837138191,-10.096851941840596,10.957028713941792,1.8601767721011966,2.166390642300887,,"22514"
"Bryan De La Cruz","MIA","OF",275.32000732421875,565.998,1.4231436342045598,-2.529087774604462,-4.341651760346652,-2.7045446789744845,-4.0104586468354695,-12.162599226556507,12.77060137079154,1.608002144235031,1.8244445031947265,,"19600"
"Trevor Story","BOS","SS",171.52999877929688,509.58,-4.6712315662031925,-4.700893895712598,-3.5644156783845693,2.521609549999055,-1.7661141389307153,-12.181045729232022,12.523778086147336,1.3427323569153178,1.4647414658073612,,"12564"
"Alec Bohm","PHI","1B/3B",172.74000549316406,595.021,1.522309184274014,-1.5632007737080864,-3.4294119946832726,-2.799194221435649,-3.9174354186162526,-10.186933224169245,10.379521535884653,1.1925883117154068,1.261147722057937,,"21618"
"Keibert Ruiz","WSN","C",167.91000366210938,511.501,-1.0880950595590355,-4.782776195484358,-8.012740585443629,-3.592384302981293,-4.623838924162424,-22.09983506763074,22.117745166372163,1.0179100987414256,1.0242859052374247,,"19610"
"Eugenio Suarez","ARI","3B",276.3999938964844,598.122,-6.228756546097266,1.5243115550669635,-2.2497310624757976,-3.89479198559834,0.4694465032197881,-10.379521535884653,10.379521535884653,1,1,,"12552"
"Jose Abreu","HOU","1B",282.70001220703125,587.318,-2.0592130733709557,-0.8555607344171574,-2.6308725539440285,-3.916987093915689,-1.494395258293964,-10.957028713941792,10.957028713941792,1,1,,"15676"
"Brendan Rodgers","COL","2B",348.489990234375,510.063,4.399492778501491,-3.5017340181819687,-4.8599968632815855,-3.9497791483197555,-4.0276069337041225,-11.93962418498594,11.93962418498594,1,1,,"17907"
"Ha-seong Kim","SDP","2B/3B/SS",88.88999938964844,601.281,-4.898691339403793,-5.722468936432039,-1.2007134778164392,3.7604112083674304,-4.4623155408624955,-12.523778086147336,12.523778086147336,1,1,,"27506"
"Jordan Walker","STL","OF",125.91000366210938,539.173,-0.19256528369626685,-4.047966414630526,-3.5460219014906853,-0.8058127364994246,-4.178235034474637,-12.77060137079154,12.77060137079154,1,1,,"27475"
"Francisco Alvarez","NYM","C",153.27999877929688,472.275,-6.525752198108854,-4.022160591680065,-7.3313501597206985,-3.4639684880263055,-0.7745137288362433,-22.117745166372163,22.117745166372163,1,1,,"26121"
"Gabriel Moreno","ARI","C",153.57000732421875,468.387,2.495676534901869,-7.634130899409457,-7.32114144185408,-2.397441033553075,-8.071878936432189,-22.928915776346933,22.117745166372163,0.18882939002523103,-0.0999388026636494,,"22664"
"Kerry Carpenter","DET","OF/DH",225.4499969482422,540.141,-2.344075110084964,-2.8685356253152747,-4.140247343280824,-2.0638804940815154,-2.2431533732256264,-13.659891945988207,12.77060137079154,0.1107094248033349,-0.2058686526282223,,"25961"
"Josh Lowe","TBR","OF/DH",79.66000366210938,539.667,-4.5184325355207084,-5.379955286362283,-3.758224507182332,3.543235423509039,-3.6464134915000925,-13.759790397056376,12.77060137079154,0.010810973735164375,-0.3413298999967562,,"19953"
"Jonah Heim","TEX","C",174.3000030517578,478.995,-4.858548697105214,-4.797517050383435,-7.47248433931768,-3.5001199416838316,-2.7052345362450363,-23.3339045647352,22.117745166372163,-0.21615939836303566,-0.6490993337704749,,"16930"
"Eloy Jimenez","CHW","DH",239.14999389648438,524.663,0.8930446531717732,-2.881650311764119,-4.765841786287751,-4.076531611140917,-0.8404149912242996,-11.671394047245313,10.379521535884653,-0.2918725113606613,-0.753538036738034,16,"17484"
"MJ Melendez","KCR","OF",293.5299987792969,553.297,-5.24865730330651,-2.321390292192903,-3.0176889891484073,-2.105976355722867,-1.5442646319738096,-14.237977572344494,12.77060137079154,-0.46737620155295656,-0.98974667270489,,"22197"
"Lars Nootbaar","STL","OF",209.57000732421875,511.941,-1.6196305736730447,-4.730908883423582,-3.4800698526651965,-1.312661855313276,-3.137925208455798,-14.281196373530896,12.77060137079154,-0.5105950027393575,-1.0483509118685927,,"21454"
"Giancarlo Stanton","NYY","OF/DH",313.70001220703125,463.078,-5.5820559438682125,-1.5932815981984314,-5.761336570615129,-4.077062981628981,2.4516616040334007,-14.562075490277351,12.77060137079154,-0.7914741194858126,-1.4292200355378162,,"4949"
"T.J. Friedl","CIN","OF",156.3800048828125,550.609,-3.816131386190166,-6.3746206407973,-3.1358807378766262,3.1853720789983377,-4.515677513083731,-14.656938198949485,12.77060137079154,-0.8863368281579467,-1.5578528692612954,,"19522"
"Nolan Gorman","STL","2B/DH",192.1699981689453,521.049,-6.581305408609557,-0.8491372593107708,-4.500980555843147,-2.517070670506784,0.4730183900128191,-13.975475504257439,11.93962418498594,-1.0358513192715013,-1.7605929443010253,,"22263"
"Chas McCormick","HOU","OF",169.2100067138672,506.983,-3.0125884251033015,-5.624839576316624,-3.6302303748001474,0.7365933317053118,-3.288921363332692,-14.819986407847455,12.77060137079154,-1.049385037055914,-1.7789445230593306,,"19599"
"Thairo Estrada","SFG","2B/SS",133.50999450683594,569.317,-1.8405591284943617,-7.435657149786468,-2.7011832525773527,3.8635491309001386,-6.463738465352801,-14.577588865310842,12.523778086147336,-1.0538107791635043,-1.7849457827386872,,"16426"
"Jarred Kelenic","ATL","OF",225.33999633789062,505.201,-3.972530803745749,-5.536731311776563,-3.3972211682138505,1.1724297744170642,-3.3426905443524766,-15.076744053671575,12.77060137079154,-1.3061426828800342,-2.1271051862412778,,"22558"
"Jorge Polanco","SEA","2B",252.42999267578125,535.552,-4.348677421721391,-3.247057604577236,-4.191868957338956,-1.7542777600880355,-1.0099068438140797,-14.551788587539699,11.93962418498594,-1.6121644025537583,-2.5420674146403774,,"13152"
"Jeimer Candelario","CIN","1B/3B",213.80999755859375,547.482,-2.634999430911066,-1.5442353921333025,-4.079505529204617,-2.9703952177064146,-1.7987916661468712,-13.027927236102274,10.379521535884653,-1.6484057002176216,-2.591210232525022,,"13621"
"Vaughn Grissom","BOS","2B/SS",228.33999633789062,535.673,2.915434080232206,-6.099550187505637,-4.725098483094552,-0.48660884697343015,-6.905990713391002,-15.301814150732415,12.523778086147336,-1.7780360645850761,-2.766987641146404,,"26031"
"Jack Suwinski","PIT","OF",243.72000122070312,519.993,-7.682999097497135,-2.410114130619996,-4.112799753366988,-1.2253971099903769,-0.19985205829332423,-15.631162149767823,12.77060137079154,-1.8605607789762821,-2.8788902845871545,,"22244"
"Brandon Drury","LAA","1B/2B",220.50999450683594,524.816,-3.6089149547566794,-2.553794123339583,-4.777758252450926,-3.325917185446245,-0.6509669709037653,-14.917351486897198,11.93962418498594,-1.9777273019112598,-3.037766855513918,,"11615"
"Jonathan India","CIN","2B",243.94000244140625,517.697,-1.804297415120675,-4.6229058414400805,-4.23578052278743,-0.46966741811069257,-3.8826366859518924,-15.015287883410771,11.93962418498594,-2.0756636984248322,-3.17056757757371,,"21523"
"Kris Bryant","COL","OF/DH",283.7200012207031,482.322,1.173141540069528,-4.994093603481153,-5.403380165939836,-3.0191527842642127,-3.8693798860510924,-16.112864899666768,12.77060137079154,-2.342263528875227,-3.5320741394362756,,"15429"
"Zach Neto","LAA","SS",269.6600036621094,530.413,-2.765337780429145,-4.4524324740796075,-4.3357341606863296,-1.7091782600068128,-2.7881348082378543,-16.05081748343975,12.523778086147336,-2.527039397292411,-3.782628270674161,,"31347"
"Josh Bell","MIA","1B/DH",283.0899963378906,588.343,-2.7923548198635455,-1.8529791635091466,-3.562739978983658,-3.972527776698625,-2.3956677512913376,-14.576269490346315,10.957028713941792,-2.6192407764045202,-3.9076523695473506,,"13145"
"Byron Buxton","MIN","DH",269.45001220703125,446.667,-4.66291231598091,-4.1055692074533585,-5.078497076967641,-0.5993025219453528,0.39758491781644933,-14.048696204530813,10.379521535884653,-2.6691746686461597,-3.975362201448574,,"14161"
"Jake Cronenworth","SDP","1B/2B",358.1099853515625,592.632,-3.5079500635918106,-3.0998970407887287,-3.15665528987563,-2.0271055872088573,-3.9232728937848576,-15.714880875249884,11.93962418498594,-2.775256690263945,-4.119208305347771,,"18036"
"Max Kepler","MIN","OF",280.42999267578125,517.367,-3.083937828571653,-4.134244416704333,-4.583980327945394,-2.7610282053504864,-2.070694573836812,-16.63388535240868,12.77060137079154,-2.8632839816171387,-4.238572385187608,,"12144"
"Zack Gelof","OAK","2B",134.8699951171875,584.757,-6.351530261953535,-5.4843614456333265,-3.0459950316241855,2.352043065087095,-3.315203950450501,-15.845047624574452,11.93962418498594,-2.9054234395885135,-4.295713046320991,,"29766"
"Joc Pederson","ARI","OF/DH",411.94000244140625,436.828,-0.9572454302992077,-3.8578780761389004,-6.455801801158149,-3.502090379978542,-2.034034035559861,-16.80704972313466,12.77060137079154,-3.036448352343119,-4.47338144786588,,"11899"
"Alex Verdugo","NYY","OF",316.9100036621094,531.617,0.5239040962506375,-4.981629603868333,-4.797316091018804,-2.5844055361815235,-5.188058038304122,-17.027505173122144,12.77060137079154,-3.256903802330606,-4.7723167158823765,,"17027"
"J.D. Martinez",,"DH",241.33999633789062,489.677,-1.7206492902805408,-2.0883412606084777,-5.913028572120585,-3.947453079105869,-1.0571626417917075,-14.726634843907178,10.379521535884653,-3.3471133080225277,-4.894639855379181,,"6184"
"Elias Diaz","COL","C",253.22999572753906,437.532,-1.5166289737290046,-6.889185546372896,-9.25265283860381,-4.064140327831399,-4.820689628470981,-26.54329731500809,22.117745166372163,-3.4255521486359264,-5.0010020970157605,,"11680"
"Andrew Benintendi","CHW","OF",378.29998779296875,572.786,0.6684272889237155,-6.887169843644773,-3.9842493437246658,-0.258759498308379,-6.905160633917039,-17.36691203067114,12.77060137079154,-3.596310659879604,-5.232548839578141,,"17901"
"Luis Rengifo","LAA","2B/3B/SS/OF",239.7899932861328,526.228,-2.8707249425910017,-5.864091529796575,-4.445835852470804,-0.2340039412966097,-3.9562289087490594,-17.37088517490405,12.523778086147336,-3.84710708875671,-5.572626155372389,,"19858"
"Christian Encarnacion-Strand","CIN","1B/DH",168.91000366210938,444.428,-0.4818516013763388,-3.253843181970112,-7.572867203497551,-3.2681645307034706,-1.5423803124132218,-16.119106829960696,10.957028713941792,-4.1620781160188995,-5.999723550593957,,"30011"
"Mitch Garver","SEA","C/DH",185.7899932861328,421.156,-5.920986951456081,-6.644046687538357,-8.870627713298484,-3.7244113824566467,-2.171886939143242,-27.33195967389281,22.117745166372163,-4.214214507520645,-6.070419948291867,,"15161"
"Tommy Pham",,"OF/DH",320.7699890136719,477.745,-1.9852506229172444,-7.250696399127459,-4.855417305014477,0.8501822789394912,-4.807630070331978,-18.048812118451668,12.77060137079154,-4.27821074766013,-6.1571981758168866,,"2967"
"Javier Baez","DET","SS",393.8699951171875,539.365,-3.3836722856775907,-5.412750780721643,-4.948074096136867,0.656191168012703,-4.715696321422337,-17.804002315945734,12.523778086147336,-4.280224229798396,-6.159928436387371,,"12979"
"Austin Hays","BAL","OF",317.42999267578125,554.199,-3.1581623609134253,-4.054552287126004,-4.917625356066481,-2.431039482465237,-3.6602605483853266,-18.221640034956476,12.77060137079154,-4.451038664164934,-6.391551010115285,,"19363"
"Leody Taveras","TEX","OF",269.4700012207031,498.07,-2.4279445567988707,-7.646112095973626,-4.875764919939342,2.188770983658986,-5.462734566500517,-18.223785155553365,12.77060137079154,-4.453183784761827,-6.394459771049054,,"18900"
"Jackson Chourio","MIL","OF",139.50999450683594,506.041,-1.9817956598311657,-6.12257879564669,-6.194761256915896,1.441225039476608,-5.380480346928472,-18.238391019845615,12.77060137079154,-4.467789649054076,-6.414265169178536,,"sa3015704"
"Shea Langeliers","OAK","C",248.36000061035156,464.881,-8.064333827601972,-5.866027131109807,-9.065929104950612,-2.9475544242455465,-2.0480005142562066,-27.991845002164144,22.117745166372163,-4.87409983579198,-6.965217502528524,,"25816"
"Noelvi Marte","CIN","3B",163.6999969482422,480.737,0.22944199617857883,-5.9300029241748495,-6.182725751997465,0.327518175612877,-5.059924308184156,-16.615692812565015,10.379521535884653,-5.236171276680364,-7.456182562495204,,"26517"
"Danny Jansen","TOR","C",264.2099914550781,356.96,-3.7626163764903775,-7.605324016599759,-10.504021427353964,-3.733646755322011,-2.7741937800914176,-28.37980235585752,22.117745166372163,-5.262057189485361,-7.491283587589631,,"16535"
"Steven Kwan","CLE","OF",216.97999572753906,618.529,1.3516600807718586,-7.924150690734843,-3.028317776468669,1.772392644087193,-11.270227947266093,-19.098643689610554,12.77060137079154,-5.328042318819014,-7.580758727911986,,"24610"
"Sal Frelick","MIL","OF",287.7900085449219,543.409,-0.16578001592964114,-7.432482719741578,-4.61884265878758,0.8215735340589881,-7.726451837222724,-19.121983697622536,12.77060137079154,-5.351382326830997,-7.612407532924362,,"29622"
"Luis Campusano","SDP","C",192.22999572753906,442.623,-1.7919063781944677,-7.090369576746275,-9.975552307205191,-4.053299477506516,-5.653680743230132,-28.56480848288258,22.117745166372163,-5.447063316510417,-7.74214994707436,,"22217"
"Starling Marte","NYM","OF",225.94000244140625,470.403,-1.1014605950354224,-10.428401823789022,-5.7032651163082715,5.390305520220536,-7.3963185607741,-19.239140575686285,12.77060137079154,-5.468539204894744,-7.771271025507332,,"9241"
"Brandon Lowe","TBR","2B",270.3399963378906,485.992,-5.292728985716777,-3.8762662886146133,-5.754846669246845,-2.3537098612026837,-1.203539521860075,-18.481091326640996,11.93962418498594,-5.541467141655058,-7.870160539568207,,"18882"
"Esteury Ruiz","OAK","OF",132.94000244140625,493.172,-3.9048699402618356,-14.476552864865669,-4.6626672343764435,12.347950356718293,-8.727216158302303,-19.423355841087957,12.77060137079154,-5.652754470296419,-8.021064984961294,,"21780"
"Amed Rosario","TBR","2B/SS",342.0199890136719,466.336,2.6638468654327014,-8.668120562157196,-6.319650080230681,0.9435515021306055,-7.921594418085449,-19.301966692910014,12.523778086147336,-5.7781886067626775,-8.191152352749604,,"15518"
"Tyler Stephenson","CIN","C/DH",234.0399932861328,424.679,-1.3743611665779172,-7.918141987338436,-9.596643937001424,-3.899329437251269,-6.11709610238517,-28.905572630554214,22.117745166372163,-5.787827464182052,-8.20422254187941,,"17988"
"Edouard Julien","MIN","2B/DH",215.1300048828125,545.042,-3.452057804233608,-6.70868523751564,-2.952686961158135,-1.3265069211089806,-4.510899172338273,-18.95083609635464,11.93962418498594,-6.011211911368696,-8.507129499245385,,"27534"
"Bo Naylor","CLE","C",163.1300048828125,427.093,-5.8792337001509924,-7.424980618733317,-9.120502651218407,-1.9068073737192994,-4.806149044100722,-29.137673387922746,22.117745166372163,-6.019928221550579,-8.518948724038804,,"21865"
"Maikel Garcia","KCR","3B",213.88999938964844,521.458,0.9522905019922201,-8.628049006398717,-4.536806642761539,2.3993339039002373,-8.298017839916104,-18.111249083183907,10.379521535884653,-6.731727547299254,-9.484141112018865,,"22715"
"James Outman","LAD","OF",196.32000732421875,523.658,-8.25479063016237,-5.3276446733204725,-3.3768746978924016,-0.2301047108543886,-3.3460617633481458,-20.535476475577777,12.77060137079154,-6.764875104786239,-9.529088850811563,,"24770"
"Anthony Rizzo","NYY","1B",281.1700134277344,509.489,-5.379469017669077,-4.375401247667146,-4.953536143637653,-2.419216133281764,-1.8085353112928921,-18.936157853548533,10.957028713941792,-6.979129139606737,-9.819615065184202,,"3473"
"Seth Brown","OAK","OF",463.80999755859375,457.455,-5.442025669469836,-4.92127812550715,-7.6525636501414445,-1.7554686320668833,-1.250649468609377,-21.021985545794696,12.77060137079154,-7.251384175003151,-10.188790025384494,,"18171"
"Isaac Paredes","TBR","1B/3B",185.91000366210938,546.092,-5.5792335817493965,-2.882056305236849,-5.1528333458147655,-3.968988393748066,-1.2329544843513278,-18.816066110900405,10.379521535884653,-7.436544575015752,-10.439865577415299,,"20036"
"Tim Anderson",,"SS",356.0199890136719,494.996,2.2811516150622833,-9.114064889883782,-6.3983472880924745,1.2266541771612902,-9.30559287498149,-21.310199260734176,12.523778086147336,-7.786421174586836,-10.914294561010033,,"15172"
"Brent Rooker","OAK","OF/DH",308.29998779296875,516.786,-7.699104229537265,-3.3340411574698696,-6.608757444834784,-3.0842244496209816,-0.9556472502748906,-21.681774531737787,12.77060137079154,-7.911173160946248,-11.08345694043888,,"19627"
"Brandon Marsh","PHI","OF",348.3999938964844,497.888,-3.4032428701082273,-7.714543941721796,-5.264754957030558,0.31726730821003907,-5.701759768610594,-21.767034229261142,12.77060137079154,-7.996432858469598,-11.199068192197887,,"20202"
"Ramon Laureano","CLE","OF",442,453.513,-4.017610237089064,-6.53804508364745,-6.902847268108401,0.02105049323776352,-4.520794541916445,-21.958246637523597,12.77060137079154,-8.187645266732057,-11.458350203666695,,"17128"
"Brenton Doyle","COL","OF",407.1700134277344,470.256,-4.64023019197522,-8.561957658156853,-5.9014474747582755,1.8708898589004754,-4.858340291026134,-22.09108575701601,12.77060137079154,-8.320484386224466,-11.638478650438115,,"25479"
"Yoan Moncada","CHW","3B",374.6600036621094,545.171,-4.098388915864616,-4.589547442617182,-5.177285508589131,-3.364082162376103,-2.5364494258488897,-19.76575345529592,10.379521535884653,-8.386231919411268,-11.727631612888054,,"17232"
"Whit Merrifield","PHI","2B/OF",280.6400146484375,458.441,-0.08046076094876473,-9.612418585821224,-6.635030671643882,3.2150254147648374,-8.321572813290757,-21.434457416939793,11.93962418498594,-8.494833231953853,-11.874893848744343,,"11281"
"Henry Davis","PIT","OF",237.52999877929688,471.782,-2.6420557673507976,-6.810769553034528,-6.793522762043337,-1.1908015515961268,-4.910413584441388,-22.347563218466174,12.77060137079154,-8.576961847674637,-11.986259386560302,,"29617"
"Jose Siri","TBR","OF",293.2799987792969,458.086,-7.770107962095837,-7.363155493794089,-6.816064581716528,2.582600612345472,-3.0486662144548875,-22.415393639715873,12.77060137079154,-8.64479226892433,-12.07823672328344,,"17452"
"Ty France","SEA","1B",312.9100036621094,602.242,-3.0522921041006468,-4.131423310708686,-4.806297794023553,-4.050975111907816,-4.760222547922199,-20.8012108686629,10.957028713941792,-8.844182154721105,-12.348607308151358,,"17982"
"Hunter Renfroe","KCR","OF",378.3800048828125,479.248,-4.845344854986622,-4.376897937117969,-7.482491606983095,-3.872230505093043,-2.177193378799318,-22.754158282980047,12.77060137079154,-8.983556912188508,-12.537598011173746,,"15464"
"Alek Thomas","ARI","OF",337.6199951171875,490.595,-0.6221132487534575,-7.796879417991494,-6.063604585295517,-0.40521548899046606,-7.879139474801277,-22.766952215832216,12.77060137079154,-8.996350845040675,-12.55494644935645,,"23792"
"Ryan Jeffers","MIN","C",245.7899932861328,380.907,-4.947112680669219,-9.167262104887664,-10.589705294466551,-3.2550685360121956,-4.242522144678065,-32.201670760713704,22.117745166372163,-9.083925594341537,-12.67369688694017,,"24618"
