Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,Adjusted,Cost,PlayerId
"Gunnar Henderson","BAL","3B/SS",31.040000915527344,620.14,-0.7545826201159742,0.9338960959887924,1.8708274996063559,-0.17238778706708097,1.0590691816401219,2.9368223700522154,12.523778086147336,16.46060045619955,21.964411364438067,,"26289"
"Jose Altuve","HOU","2B",42.43000030517578,614.801,1.1498683634283002,-0.16227969670500758,2.099175881083014,-0.02657351475297572,-0.2608638784968945,2.799327154556436,11.93962418498594,15.738951339542375,20.75800398255485,8,"5417"
"Paul Goldschmidt","STL","1B/DH",86.08999633789062,644.46,-0.4898839006650086,2.451374607173764,1.98582580480415,-1.4155650886172357,1.2299706031479518,3.7617220258436213,10.957028713941792,15.718750739785415,20.731232791010576,20,"9218"
"Manny Machado","SDP","3B/DH",71.51000213623047,599.054,0.3496599879041355,2.931373009025174,-0.36911789042533694,-1.6424459445385813,2.8321130648208457,4.101582226786237,10.379521535884653,15.48110376267089,20.636224165537413,,"11493"
"Adley Rutschman","BAL","C/DH",52.68000030517578,601.254,1.455160972752321,-2.0363323994720743,-0.9494936308828064,-3.261105628655671,-2.9395655801978138,-7.731336266456045,22.117745166372163,15.38640889991612,20.29067092159153,2,"26288"
"Ketel Marte","ARI","2B",119.95999908447266,617.091,1.697468500261473,1.8429900964484829,1.0701087339631954,-1.868339283180649,-0.6190314251041941,2.1231966223883076,11.93962418498594,15.062820807374248,20.06903688413688,,"13613"
"Jazz Chisholm Jr.","MIA","OF",73.68000030517578,543.85,-3.9568201322261136,-2.970345620920155,0.2451907629005885,7.5899798763821655,0.29866254578846224,1.2066674319249475,12.77060137079154,14.977268802716486,19.953029266982632,,"20454"
"Bryan Reynolds","PIT","OF",92.69999694824219,642.011,1.4630499298421915,1.5008275758686573,0.32938550096905955,-1.451290928242585,-1.1774918628952753,0.6644802155420477,12.77060137079154,14.435081586333586,19.217829112694137,,"19326"
"Oneil Cruz","PIT","SS",83.37999725341797,566.76,-3.190788093964557,-1.2666785031410799,-0.25440573608152434,4.3242894900271205,0.4219782910371487,0.034395447877108944,12.523778086147336,13.558173534024448,17.86305245045416,5,"21711"
"Matt McLain","CIN","2B/SS",66.19000244140625,588.819,-1.5237226323412356,-0.7011932378478595,0.1953844898601109,2.196355218680674,-0.27709545613516245,-0.11027161778347261,12.523778086147336,13.413506468363869,17.832584013484315,,"29695"
"Seiya Suzuki","CHC","OF",112.04000091552734,581.995,1.6274053233529813,-0.5308054583005563,-0.3856963263015671,-0.26209950332678345,-1.0594776629661438,-0.6106736275420696,12.77060137079154,13.15992774324947,17.488733933299606,,"30116"
"Christian Walker","ARI","1B",96.94000244140625,629.299,-2.4337128888131363,3.741334376240692,0.17719445237426107,-2.413276161691739,2.107172749135012,1.1787125272450902,10.957028713941792,13.135741241186883,17.455937291271155,,"13419"
"Nick Castellanos","PHI","OF",114.47000122070312,623.91,-1.3300452484952276,2.649073677359599,-1.147938103515057,-1.7505105823044973,0.7779913507079008,-0.8014289062472821,12.77060137079154,12.969172464544258,17.230071784695248,,"11737"
"Elly De La Cruz","CIN","3B/SS",26.6200008392334,563.216,-2.445961178147682,-3.8561004830961347,-0.003794818165162517,7.990258662757833,-2.4251580865650135,-0.7407559032161586,12.523778086147336,12.783022182931182,16.97765396364111,,"26668"
"Christian Yelich","MIL","OF/DH",81.69999694824219,630.842,-0.20777726536146054,-3.1471524864552207,1.8156805070271815,3.681363783451672,-3.476468423348468,-1.334353884686295,12.77060137079154,12.436247486105245,16.507431127494918,,"11477"
"Nolan Jones","COL","OF",56.060001373291016,579.472,-0.45136982433380507,-1.8053067515733643,0.7523118847389797,0.8509515736048444,-0.7097048823596758,-1.3631179999230207,12.77060137079154,12.407483370868517,16.468427290220603,,"20529"
"Alex Bregman","HOU","3B",101.9800033569336,651.484,0.2760248351094455,1.5711193106337957,2.5392117967141523,-3.5671702386752107,0.20832288228371323,1.027508586065896,10.379521535884653,12.407030121950546,16.46781268946213,,"17678"
"Willy Adames","MIL","SS",178.22999572753906,617.716,-3.8202258078054636,2.611566464157258,-0.5081368429096925,-1.8088340530494837,2.1895865240776424,-1.3360437155297398,12.523778086147336,12.1877343706176,16.038802790764606,3,"15986"
"Jorge Soler","SFG","OF/DH",171.14999389648438,569.096,-2.9494197440162386,2.0620422287406175,-0.9104214486768555,-3.808206648006964,3.4695876714070657,-2.1364179405523758,12.77060137079154,11.634183430239164,15.4198407162788,,"14221"
"Salvador Perez","KCR","C/1B/DH",136.63999938964844,543.196,-3.082434909098711,0.8777921871760928,-5.976119112406266,-3.9975819959375705,0.5774547215653727,-11.60088910870108,22.117745166372163,11.516856057671083,15.260746034943859,,"7304"
"Nico Hoerner","CHC","2B/SS",65.80999755859375,638.378,4.405984978374538,-5.686694327806566,0.29482763463550943,6.652165555183518,-8.260247021399364,-2.5939631810123642,12.523778086147336,10.929814905134974,14.464724415700354,,"21479"
"Xander Bogaerts","SDP","SS",112.04000091552734,627.941,1.9602559790030332,-0.7703042997031122,-0.1811808771512602,-1.0326395563449413,-3.029850427133528,-3.053719181329809,12.523778086147336,10.470058904817531,13.841300122107755,,"12161"
"Sean Murphy","ATL","C",145.47000122070312,473.337,-0.8436701934726191,-2.880752737005488,-4.2336904769499535,-4.076515772453172,-0.6944247637410915,-12.729053943622324,22.117745166372163,10.38869122274984,13.730966402310099,,"19352"
"Ezequiel Tovar","COL","SS",190.33999633789062,612.792,2.0373733373625798,-2.139801481916868,-0.7123798764470096,0.9471504966248769,-3.2851448932730833,-3.152802417649504,12.523778086147336,10.370975668497834,13.706944297351091,,"24064"
"Willson Contreras","STL","C/DH",139.2100067138672,479.913,-0.6445433142929281,-3.8748902999259545,-4.129913863641869,-2.186944619251306,-1.9116951998807672,-12.747987296992825,22.117745166372163,10.369757869379336,13.705292974574093,,"11609"
"Cody Bellinger",,"1B/OF",64.66000366210938,574.819,-2.227066557353037,-1.3985056810162555,-1.1396786452657561,2.0509873035373225,-0.773778599490788,-3.4880421795885135,12.77060137079154,10.282559191203028,13.587052485473919,,"15998"
"Anthony Santander","BAL","OF/DH",141.63999938964844,613.295,-5.077434556179905,2.4996285773272415,-1.265907799180587,-3.276310309264655,3.396082567799973,-3.7239415194979317,12.77060137079154,10.046659851293608,13.26717546540143,,"14551"
"Andres Gimenez","CLE","2B",103.83000183105469,591.514,-0.6114923934065806,-4.195344239790927,-0.3844899143011842,6.301990680965038,-4.04525982666809,-2.9345956932017447,11.93962418498594,10.005028491784195,13.125289273763784,1,"19950"
"Marcell Ozuna","ATL","DH",168.52999877929688,543.696,-1.6282489752704765,1.7661388238996103,-1.5415809534920009,-3.622776558104249,3.3170351175164914,-1.7094325454506245,10.379521535884653,9.670088990434028,12.756549344683386,,"10324"
"CJ Abrams","WSN","SS",40.02000045776367,613.32,-2.507802184753668,-4.9066700414464535,-0.46189944332006316,7.59165275655221,-3.605172833106783,-3.8898917460747557,12.523778086147336,9.633886340072582,12.707458932133727,,"25768"
"George Springer","TOR","OF/DH",123.83000183105469,584.274,-1.3562436110774743,-1.8638927069679985,-0.7990034629640695,0.4410105613387701,-1.072302782385791,-4.650432002056563,12.77060137079154,9.120169368734977,11.941346974506764,31,"12856"
"Yandy Diaz","TBR","1B",140.05999755859375,596.117,4.717800297986952,-1.3216171009590778,-0.8015193012722686,-3.270808781278064,-2.280577427999855,-2.9567223135223135,10.957028713941792,9.00030640041948,11.848331207775695,,"16578"
"Cedric Mullins II","BAL","OF",147.91000366210938,567.88,-4.8589628568017,-4.349187236684644,-0.5189533451901658,6.018654275925885,-1.2945330687240306,-5.002982231474654,12.77060137079154,8.767619139316885,11.469180494070082,7,"17929"
